FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
0.6210861768251653,4,sim_g065,88.52913860950083,0.5409541706627534,-1015.1533787098525,-25.08548848106972,24.23602694657467,SE,441,0.00038419959698222656,0.007918828556570565,0.0007429122924804688,2054.6629369214925,-1148.1748267570129,133.02144804716033,0.0,0.0
0.6432346289132468,4,sim_g030,51.34109617198996,0.5320337976915842,-974.6012019836709,-31.509130534353208,64.29026184094087,SE,441,0.00010881395211574645,0.0023348507437961257,0.0003108978271484375,1973.5585834691292,-1092.2346630946427,117.63346111097178,0.0,0.0
0.5433831515088584,4,sim_g141,88.52913860950083,0.7451052988226127,-973.7674385088649,-36.26166791558398,37.525442955997576,SE,441,0.00039004365733593196,0.007393248142679711,0.00032019615173339844,1971.8910565195172,-1078.7537486047313,104.98631009586643,0.0,0.0
0.50799699456377,4,sim_g025,51.34109617198996,0.9290360317543372,-1033.7059399632321,-27.229245692237978,46.954099373414635,SE,441,0.0001359336827261981,0.0025471683952818366,0.0006439685821533203,2091.7680594282515,-1138.3954609583757,104.68952099514354,0.0,0.0
0.4843847465948562,4,sim_g093,88.52913860950083,0.9438591402023667,-982.9017989221372,-19.688444821630057,13.797325585156246,SE,441,0.000556863164822508,0.010446503369824263,0.0006060600280761719,1990.159777346062,-1085.957572758607,103.05577383646983,0.0,0.0
0.4631108012113197,4,sim_g082,51.34109617198996,1.1120535525483424,-1062.120052302348,-27.350397935873858,46.59647230003049,SE,441,0.0001610825432896116,0.0030432308290471595,0.0006568431854248047,2148.5962841064834,-1165.1331614685487,103.01310916620059,0.0,0.0
0.4916234031464616,4,sim_g027,51.34109617198996,0.9919252509044844,-976.4473989333201,-29.534447224599894,52.777717252041114,SE,441,0.00012426547278690373,0.0023286168707767185,0.0003159046173095703,1977.2509773684276,-1078.1137384600343,101.66633952671418,0.0,0.0
0.46753630848892325,4,sim_g040,51.34109617198996,1.0924475637230997,-799.3183703225818,-23.44073700263419,32.21287557327556,SE,441,0.00013278755310967036,0.0025038033288420423,0.0006232261657714844,1622.992920146951,-900.8143332834479,101.49596296086611,0.0,0.0
0.46283836506895665,4,sim_g075,51.34109617198996,1.113272756625417,-1076.5378710293498,-26.288381538784446,43.7346487846167,SE,441,0.0001413648477159372,0.0026710581276899238,0.0002570152282714844,2177.431921560487,-1177.0972316810369,100.55936065168703,0.0,0.0
0.5154891478448702,4,sim_g010,88.52913860950083,0.8334045552443891,-1085.3645179281373,-19.205787157537927,16.887542990515875,SE,441,0.00046447468214581855,0.0087131215652626,0.0006110668182373047,2195.0852153580618,-1182.87349289912,97.50897497098276,0.0,0.0
0.4410463752820146,4,sim_g031,88.52913860950083,1.1237337058557262,-1065.1223597965059,-18.656460108870142,13.789948083511696,SE,441,0.0004941403617214688,0.009462013331051117,0.0006480216979980469,2154.600899094799,-1162.0278887653617,96.90552896885583,0.0,0.0
0.46247304715548937,4,sim_g142,88.52913860950083,1.0305894832467313,-931.8953594389732,-26.893802002851764,20.61923185301753,SE,441,0.00044659211607938026,0.00843971969743302,0.0014410018920898438,1888.1468983797338,-1027.8455454664822,95.95018602750906,0.0,0.0
0.49689562202662135,4,sim_g095,88.52913860950083,0.897769431972232,-1057.3534196577973,-35.71899611601087,37.4332370225261,SE,441,0.0005214070032957782,0.009766950764893128,0.000270843505859375,2139.063018817382,-1152.1866049431787,94.83318528538143,0.0,0.0
0.598418091796715,4,sim_g028,51.34109617198996,0.64371757906994,-1061.3097151814711,-20.15214517439645,31.186225036058406,SE,441,0.00013892231193585536,0.0027697051563490603,0.0003218650817871094,2146.9756098647294,-1154.417554538341,93.10783935686982,0.0,0.0
0.4831257640641508,4,sim_g112,51.34109617198996,1.026244002387202,-1023.1641674917294,-21.711142200219527,30.832560554744454,SE,441,0.00014222473017036844,0.002668759784814519,0.0002579689025878906,2070.684514485246,-1115.436844209857,92.27267671812774,0.0,0.0
0.45806140471516243,4,sim_g048,51.34109617198996,1.1348862282725087,-1070.5983455552764,-21.350272632302953,30.341913461665406,SE,441,0.00014996529324004214,0.0028403577981795857,0.0007827281951904297,2165.55287061234,-1161.3448294622617,90.7464839069853,0.0,0.0
0.511286138369969,4,sim_g015,51.34109617198996,0.9168886229979559,-1067.1192027645288,-39.381055046872866,93.77754273420672,SE,441,0.0001410893228373876,0.0026448320951892516,0.0007030963897705078,2158.594585030845,-1156.309457592687,89.19025482815823,0.0,0.0
0.46597849146819886,4,sim_g123,51.34109617198996,1.0993065696050253,-1003.922961511185,-17.89183911903368,21.639579730281014,SE,441,0.00015703991290855944,0.0029630393250563315,0.0006799697875976562,2032.2021025241575,-1090.8125120889426,86.88955057775763,0.0,0.0
0.44881439657061534,4,sim_g114,51.34109617198996,1.1780318474109168,-1084.7199005524105,-25.56713065658107,41.40764974362256,SE,441,0.00014840951821912243,0.0028263257059163325,0.000308990478515625,2193.7959806066083,-1170.2905407555004,85.57064020308985,0.0,0.0
0.4186577091022788,4,sim_g037,51.34109617198996,1.331983270736223,-996.2080198260796,-20.536449983416535,26.227793262703667,SE,441,0.00012823979620425272,0.0025058408735070693,0.0008649826049804688,2016.7722191539467,-1080.4912296634939,84.28320983741423,0.0,0.0
0.4643501882157525,4,sim_g130,51.34109617198996,1.1065251157748117,-1029.5613741104914,-27.306159779643988,45.83335194451847,SE,441,0.0001622858482275269,0.0030642192432052263,0.0002770423889160156,2083.47892772277,-1112.249545756862,82.68817164637062,0.0,0.0
0.42754569620039734,4,sim_g109,51.34109617198996,1.2843524868487892,-1040.8478155338794,-26.671770554511927,43.076094633751026,SE,441,0.00015421071095109837,0.002986756931235672,0.0016682147979736328,2106.051810569546,-1122.8517844172607,82.00396888338128,0.0,0.0
0.4278152573169883,4,sim_g038,51.34109617198996,1.2829388287554284,-1058.8218112478057,-22.86197224058015,33.01686023217931,SE,441,0.00014754068648067906,0.002856852658347855,0.0007300376892089844,2141.9998019973987,-1140.6137667914004,81.79195554359467,0.0,0.0
0.4377051081210548,4,sim_g101,51.34109617198996,1.2322773571049361,-959.8447592334987,-32.434051769211145,60.97018006988057,SE,441,0.00017973092206000963,0.0034505081637814525,0.0003058910369873047,1944.045697968785,-1040.5936029390282,80.74884370552945,0.0,0.0
0.43909016783581284,4,sim_g124,51.34109617198996,1.2253644755530402,-1040.8156764625749,-29.94939660329102,53.6797783696435,SE,441,0.00014197329045320174,0.002722650554950289,0.0007672309875488281,2105.987532426937,-1121.0630164144732,80.24733995189831,0.0,0.0
0.5022370958860469,4,sim_g070,51.34109617198996,0.9506916635686711,-1099.1401044374584,-14.670577270810918,18.69965985636829,SE,441,0.00011955640127643418,0.0022394548649843104,0.00026297569274902344,2222.636388376704,-1178.7269474105906,79.5868429731322,0.0,0.0
0.3790199845462029,4,sim_g116,51.34109617198996,1.5715979710411805,-784.5596598519758,-25.415008749104953,35.867600107239696,SE,441,0.00014428106376464088,0.00297329388792626,0.00036406517028808594,1593.475499205739,-861.924393107058,77.36473325508223,0.0,0.0
0.39415480742561726,4,sim_g094,88.52913860950083,1.3629085814390145,-940.0950826878959,-17.16392236597918,9.536653872633373,SE,441,0.0004451400603610845,0.008964440603548339,0.0007169246673583984,1904.5463448775793,-1017.4395665070141,77.34448381911818,0.0,0.0
0.44400023032589153,4,sim_g083,88.52913860950083,1.1103587112844995,-1080.61170149042,-27.43412254939895,23.93138433419843,SE,441,0.0006797464924982934,0.012987851218827806,0.0003299713134765625,2185.5795824826273,-1157.8115912484486,77.19988975802858,0.0,0.0
0.43754607848342003,4,sim_g120,51.34109617198996,1.2330738806239805,-1104.6479394157295,-18.687941736187145,24.687600623764048,SE,441,0.00016378616403729405,0.003144797723890736,0.0007851123809814453,2233.6520583332463,-1179.7646252709164,75.11668585518692,0.0,0.0
0.482408975821402,4,sim_g050,51.34109617198996,1.0291941329745926,-1088.8189242998958,-28.04278443997665,50.01937649356476,SE,441,0.00015033936920292356,0.002821465143456551,0.0006291866302490234,2201.994028101579,-1163.7127010218185,74.89377672192268,0.0,0.0
0.4312275974772186,4,sim_g002,88.52913860950083,1.1695097770695888,-888.7158881593209,-32.719028059575095,27.868206908718545,SE,441,0.0005019639062003216,0.009689511660650673,0.0006389617919921875,1801.7879558204293,-962.5374740099488,73.82158585062791,0.0,0.0
0.48396296551262225,4,sim_g051,88.52913860950083,0.9454544917458696,-1102.6877769918258,-21.32976125018124,18.607577915760945,SE,441,0.00046450410996075813,0.008714621741185513,0.0002760887145996094,2229.731733485439,-1175.0823320326156,72.39455504078978,0.0,0.0
0.6196518836021347,4,sim_g029,29.774469711813495,0.6058285083468994,-1071.240085121814,-29.97191293230385,136.39249736523348,SE,441,9.249368226223039e-05,0.0019019629038230393,0.00074005126953125,2166.836349745415,-1142.7251468880454,71.48506176623141,0.0,0.0
0.40217049928720233,4,sim_g096,51.34109617198996,1.4259131592846686,-962.8641480649366,-20.454072608558032,25.30219566870899,SE,441,0.00020481851609353466,0.004080372103273096,0.0007479190826416016,1950.0844756316606,-1034.1753118529,71.31116378796344,0.0,0.0
0.4139266402960238,4,sim_g119,51.34109617198996,1.3581712952234546,-1070.7026568893084,-16.056910862878926,18.367250427179062,SE,441,0.00016680701050541635,0.0032763105417491873,0.0009050369262695312,2165.761493280404,-1141.0463234510132,70.34366656170482,0.0,0.0
0.4197054089684674,4,sim_g074,51.34109617198996,1.3262637561121544,-1102.6856809547903,-24.551824467113477,38.10837628876887,SE,441,0.0001659001150508802,0.0032381693163561647,0.00031280517578125,2229.727541411368,-1172.254952525897,69.56927157110658,1.1102230246251565e-16,7.505004129167727e-16
0.4264717551916885,4,sim_g103,51.34109617198996,1.2900022931536044,-909.8173342694695,-29.17749252594253,49.01670208476424,SE,441,0.00020722925844742144,0.0040176871847027295,0.0003070831298828125,1843.9908480407264,-978.5881012392902,68.77076696982067,1.1102230246251565e-16,7.505004129167727e-16
0.37121180987398095,4,sim_g139,51.34109617198996,1.624832273917122,-991.4984176328519,-26.14969867709392,39.289435463820205,SE,441,0.0001450927021074124,0.0030299444789159543,0.0003597736358642578,2007.3530147674912,-1059.5424570228756,68.04403939002373,1.1102230246251565e-16,7.505004129167727e-16
0.36677063023123335,4,sim_g135,88.52913860950083,1.5308702594364876,-960.3305425717936,-18.57051697524987,10.60553107861485,SE,441,0.0006653454846400651,0.014005583079095154,0.00037288665771484375,1945.0172646453746,-1027.022857394793,66.69231482299938,3.3306690738754696e-16,2.1952137077815596e-15
0.36464938080517545,4,sim_g099,51.34109617198996,1.6713365943566592,-957.3331584449365,-25.75734718866712,37.66238259421405,SE,441,0.0001807863956547353,0.003820530996848987,0.00036597251892089844,1939.0224963916605,-1023.5540368646019,66.22087841966538,4.440892098500626e-16,2.7875729622622984e-15
0.33760481241122714,4,sim_g084,51.34109617198996,1.882064422424549,-1044.9433015264772,-16.27328618377662,16.83071712946999,SE,441,0.00017917346529673663,0.004007440959373835,0.0008449554443359375,2114.2427825547416,-1110.9112260149202,65.96792448844303,4.440892098500626e-16,2.7875729622622984e-15
