,C,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,is_spatial,pattern_type,method
sim_g054,0.959235410523688,4.0946815442339324e-29,1.3395159586304278e-05,2.8288105978066653e-36,0.000999000999000999,9.803863431015886e-06,1.3498950145826151e-28,9.325749223538457e-36,0.0020527417787691757,1,gp,geary
sim_g099,0.9595759217795191,1.1586875789805032e-28,1.3395159586304278e-05,1.2751706816004099e-34,0.000999000999000999,1.10317474183689e-05,3.7783290618929456e-28,4.158165266088293e-34,0.0020527417787691757,1,gp,geary
sim_g060,0.9600593848461297,4.999831231625524e-28,1.3395159586304278e-05,5.821280709462746e-33,0.000999000999000999,1.165056931479756e-05,1.6128487843953304e-27,1.8778324869234665e-32,0.0020527417787691757,1,gp,geary
sim_g075,0.9654832516393004,2.031751412115411e-21,1.3395159586304278e-05,2.3428487401462314e-28,0.000999000999000999,1.0051336141398046e-05,6.4843130173896095e-21,7.321402312956973e-28,0.0020527417787691757,1,gp,geary
sim_g067,0.9655168730866177,2.2176448032807053e-21,1.3395159586304278e-05,7.589805390038711e-33,0.000999000999000999,9.784767896890619e-06,7.003088852465385e-21,2.422278315969801e-32,0.0020527417787691757,1,stripes,geary
sim_g107,0.9660214281510812,8.16812091125836e-21,1.3395159586304278e-05,3.2771678545924586e-29,0.000999000999000999,9.921861158868789e-06,2.5525377847682374e-20,1.034895111976566e-28,0.0020527417787691757,1,stripes,geary
sim_g108,0.9665584072971459,3.204586050000604e-20,1.3395159586304278e-05,4.1758577589879716e-27,0.000999000999000999,1.0010316304471243e-05,9.911090876290529e-20,1.2654114421175671e-26,0.0020527417787691757,1,gp,geary
sim_g072,0.9669944214469426,9.571959224768986e-20,1.3395159586304278e-05,2.91441203845243e-25,0.000999000999000999,9.928871751953338e-06,2.9301915994190774e-19,8.656669421145831e-25,0.0020527417787691757,1,stripes,geary
sim_g044,0.9670759523418092,1.172703762424652e-19,1.3395159586304278e-05,8.974350149472777e-27,0.000999000999000999,1.0039695158184161e-05,3.553647764923188e-19,2.6923050448418336e-26,0.0020527417787691757,1,stripes,geary
sim_g070,0.968034870844376,1.2314407410962695e-18,1.3395159586304278e-05,4.078722916901956e-25,0.000999000999000999,1.0105939575775546e-05,3.6943222232888084e-18,1.1996243873241045e-24,0.0020527417787691757,1,stripes,geary
sim_g112,0.9681378204537151,1.5787067169235458e-18,1.3395159586304278e-05,1.846442572774521e-21,0.000999000999000999,9.623558031654625e-06,4.689227872050136e-18,5.176941792825759e-21,0.0020527417787691757,1,gp,geary
sim_g003,0.9690683986194574,1.439199070528867e-17,1.3395159586304278e-05,1.3016309154659502e-23,0.000999000999000999,9.36369272846819e-06,4.232938442731962e-17,3.7911580062115055e-23,0.0020527417787691757,1,gp,geary
sim_g125,0.969228567378722,2.0918308753359955e-17,1.3395159586304278e-05,3.2572684024404814e-27,0.000999000999000999,9.751789621623636e-06,6.092711287386395e-17,9.971229803389229e-27,0.0020527417787691757,1,stripes,geary
sim_g062,0.9702126726813282,1.9969344268575857e-16,1.3395159586304278e-05,3.6887236161899884e-28,0.000999000999000999,1.1101266241430875e-05,5.760387769781497e-16,1.140842355522677e-27,0.0020527417787691757,1,hotspot,geary
sim_g030,0.9703048036531544,2.457591670193404e-16,1.3395159586304278e-05,1.002923027210538e-18,0.000999000999000999,9.818414326335514e-06,7.021690486266869e-16,2.7106027762446973e-18,0.0020527417787691757,1,gp,geary
sim_g080,0.970540152857677,4.1644359916480585e-16,1.3395159586304278e-05,5.571642124280788e-22,0.000999000999000999,9.111532510759764e-06,1.178613959900394e-15,1.591897749794511e-21,0.0020527417787691757,1,stripes,geary
sim_g033,0.971378550083431,2.637040070845613e-15,1.3395159586304278e-05,2.789741609317516e-22,0.000999000999000999,9.907560054365147e-06,7.393570292090503e-15,8.047331565338988e-22,0.0020527417787691757,1,stripes,geary
sim_g048,0.9714014051772665,2.7711065661898614e-15,1.3395159586304278e-05,4.6974981356242494e-20,0.000999000999000999,9.327750757146623e-06,7.697518239416282e-15,1.2928893951259401e-19,0.0020527417787691757,1,gp,geary
sim_g027,0.9718003970200715,6.54543291780992e-15,1.3395159586304278e-05,2.7520285736340107e-20,0.000999000999000999,1.0898184521654095e-05,1.8014952984797945e-14,7.64452381565003e-20,0.0020527417787691757,1,gp,geary
sim_g085,0.9719839775148197,9.682414933012314e-15,1.3395159586304278e-05,2.0138625835332402e-16,0.000999000999000999,9.781367821954516e-06,2.6406586180942677e-14,5.394274777321179e-16,0.0020527417787691757,1,stripes,geary
sim_g071,0.973839356030759,4.40787737168714e-13,1.3395159586304278e-05,5.359224206152648e-15,0.000999000999000999,9.264869441753019e-06,1.1913182085640919e-12,1.3741600528596532e-14,0.0020527417787691757,1,stripes,geary
sim_g007,0.9741914051039724,8.840768621212058e-13,1.3395159586304278e-05,7.820124436365956e-20,0.000999000999000999,9.406678131301592e-06,2.3680630235389442e-12,2.1327612099179883e-19,0.0020527417787691757,1,gp,geary
sim_g047,0.9747737974734241,2.7406606016770155e-12,1.3395159586304278e-05,1.341056086871545e-21,0.000999000999000999,8.580919374846158e-06,7.27609009294783e-12,3.795441755296825e-21,0.0020527417787691757,1,stripes,geary
sim_g036,0.9765443958327706,7.336340479359706e-11,1.3395159586304278e-05,4.0395586520298596e-16,0.000999000999000999,9.458086097541472e-06,1.9306159156209753e-10,1.0537979092251807e-15,0.0020527417787691757,1,stripes,geary
sim_g041,0.9767055610574902,9.783243948194821e-11,1.3395159586304278e-05,2.6160091508627625e-12,0.000999000999000999,7.591838449315728e-06,2.552150595181257e-10,6.485973101312634e-12,0.0020527417787691757,1,stripes,geary
sim_g129,0.9769759371960989,1.5788552685570374e-10,1.3395159586304278e-05,4.4311037304542676e-16,0.000999000999000999,9.380333621703063e-06,4.0832463841992345e-10,1.1459751027036898e-15,0.0020527417787691757,1,stripes,geary
sim_g079,0.9778935529969186,7.70035803410621e-10,1.3395159586304278e-05,1.510724079577523e-10,0.000999000999000999,8.54214875886098e-06,1.974450777975951e-09,3.6846928770183486e-10,0.0020527417787691757,1,stripes,geary
sim_g019,0.9782835941377389,1.4823426909007156e-09,1.3395159586304278e-05,5.518827996864959e-15,0.000999000999000999,9.038116148985304e-06,3.7686678582221584e-09,1.4030918636097354e-14,0.0020527417787691757,1,gp,geary
sim_g012,0.978390554481507,1.770551885302043e-09,1.3395159586304278e-05,2.4760406638326294e-16,0.000999000999000999,8.364067774429227e-06,4.463576181433722e-09,6.573559284511406e-16,0.0020527417787691757,1,stripes,geary
sim_g110,0.9790502664945292,5.2002463595385706e-09,1.3395159586304278e-05,2.445651049403233e-10,0.000999000999000999,8.756759555765845e-06,1.3000615898846426e-08,5.869562518567759e-10,0.0020527417787691757,1,stripes,geary
sim_g144,0.9802063469288893,3.1832284312231334e-08,1.3395159586304278e-05,3.706709104896663e-16,0.000999000999000999,8.94883855692266e-06,7.892301895594546e-08,9.754497644464902e-16,0.0020527417787691757,1,gp,geary
sim_g103,0.9802863421402557,3.5954667855588036e-08,1.3395159586304278e-05,1.6225059208493323e-12,0.000999000999000999,9.158729334272325e-06,8.84131176776755e-08,4.0903510609647035e-12,0.0020527417787691757,1,gp,geary
sim_g051,0.9807824336143868,7.572515296219238e-08,1.3395159586304278e-05,4.6316543908654283e-08,0.000999000999000999,8.052580574394068e-06,1.8469549502973752e-07,1.0606842116485715e-07,0.0020527417787691757,1,gp,geary
sim_g031,0.9807884000554824,7.639827656970621e-08,1.3395159586304278e-05,3.901413048134468e-10,0.000999000999000999,8.656707176865472e-06,1.848345400879989e-07,9.289078686034448e-10,0.0020527417787691757,1,gp,geary
sim_g130,0.9811430652424352,1.2868797438997472e-07,1.3395159586304278e-05,2.0520263841317373e-10,0.000999000999000999,8.620386353540986e-06,3.088511385359393e-07,4.964579961609042e-10,0.0020527417787691757,1,gp,geary
sim_g089,0.9813838822901808,1.8240952396233223e-07,1.3395159586304278e-05,1.857049282364223e-12,0.000999000999000999,9.340069994783954e-06,4.3430839038650533e-07,4.642623205910557e-12,0.0020527417787691757,1,gp,geary
sim_g017,0.9817841247158222,3.227250315379952e-07,1.3395159586304278e-05,2.603592843183138e-09,0.000999000999000999,9.126632439658854e-06,7.623425941842406e-07,6.150219314605838e-09,0.0020527417787691757,1,gp,geary
sim_g009,0.9827231997986845,1.1762423721963192e-06,1.3395159586304278e-05,2.7209111950712782e-08,0.000999000999000999,9.186153518146183e-06,2.756818059835123e-06,6.327700453654135e-08,0.0020527417787691757,1,stripes,geary
sim_g114,0.9833088366760397,2.5515725113767604e-06,1.3395159586304278e-05,5.461883331806785e-07,0.000999000999000999,8.743495402201243e-06,5.933889561341303e-06,1.2320037590541618e-06,0.0020527417787691757,1,gp,geary
