,C,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,is_spatial,pattern_type,method
sim_g145,0.9833289330743523,2.6191393909031764e-06,1.3395159586304278e-05,7.328877699789028e-06,0.000999000999000999,8.072394258491653e-06,1.785776857433984e-05,3.4354114217761066e-05,0.003892211684419477,1,stripes,geary
sim_g099,0.9840969403626452,6.958401930377556e-06,1.3395159586304278e-05,1.6546195465175746e-07,0.000999000999000999,8.737586855374032e-06,4.638934620251704e-05,9.545881999139854e-07,0.003892211684419477,1,gp,geary
sim_g093,0.9845702971744639,1.2442777791759708e-05,1.3395159586304278e-05,4.790966959639071e-08,0.000999000999000999,8.989301754962536e-06,8.114855081582419e-05,2.9332450773300434e-07,0.003892211684419477,1,gp,geary
sim_g127,0.9847157824659659,1.4828493016661453e-05,1.3395159586304278e-05,2.3436352176868324e-06,0.000999000999000999,8.155702957060453e-06,9.464995542549863e-05,1.2122251125966374e-05,0.003892211684419477,1,gp,geary
sim_g033,0.9847473851954555,1.540132925320299e-05,1.3395159586304278e-05,6.639751863531057e-09,0.000999000999000999,8.127245367350609e-06,9.625830783251868e-05,4.4265012423540386e-08,0.003892211684419477,1,stripes,geary
sim_g049,0.9850023126360948,2.0855117393159913e-05,1.3395159586304278e-05,3.7262687305815644e-08,0.000999000999000999,8.573618067984216e-06,0.00012768439220301988,2.3289179566134778e-07,0.003892211684419477,1,hotspot,geary
sim_g114,0.9851338287211062,2.4341405803311388e-05,1.3395159586304278e-05,0.0006213586243060333,0.001998001998001998,8.076379631333475e-06,0.00014604843481986834,0.002398056340984262,0.007587349359501259,1,gp,geary
sim_g023,0.9851636973830531,2.5206797152757306e-05,1.3395159586304278e-05,1.0396391752748734e-08,0.000999000999000999,8.398174408519138e-06,0.00014730975191027835,6.780255490923088e-08,0.003892211684419477,1,gp,geary
sim_g038,0.9851747276362788,2.5533690331114915e-05,1.3395159586304278e-05,3.6389170914604732e-06,0.000999000999000999,8.522368738513572e-06,0.00014730975191027835,1.7896313564559703e-05,0.003892211684419477,1,gp,geary
sim_g021,0.9853114906018773,2.993534216859771e-05,1.3395159586304278e-05,8.351000494464861e-07,0.000999000999000999,7.831838437950526e-06,0.00016944533302979835,4.4737502648918895e-06,0.003892211684419477,1,stripes,geary
sim_g101,0.9854252260436352,3.413380007866291e-05,1.3395159586304278e-05,8.343178164807825e-06,0.000999000999000999,7.75465365140664e-06,0.0001896322226592384,3.8506976145266886e-05,0.003892211684419477,1,gp,geary
sim_g043,0.9855843068417761,4.0948707760729826e-05,1.3395159586304278e-05,4.5051688276596946e-07,0.000999000999000999,8.258336982246882e-06,0.00022335658778579906,2.5028715709220527e-06,0.003892211684419477,1,stripes,geary
sim_g045,0.9861426095855055,7.647367800559783e-05,1.3395159586304278e-05,2.068449932452528e-09,0.000999000999000999,8.5299854747524e-06,0.0004096804178871312,1.4431046040366475e-08,0.003892211684419477,1,hotspot,geary
sim_g142,0.9863463104241349,9.552064279691087e-05,1.3395159586304278e-05,2.351689222933922e-08,0.000999000999000999,8.784719380883712e-06,0.0005027402252468993,1.501078227404631e-07,0.003892211684419477,1,gp,geary
sim_g072,0.9867105699815306,0.00014113442389084615,1.3395159586304278e-05,2.961040173504026e-06,0.000999000999000999,7.658305789642214e-06,0.0007300056408147215,1.5056136475444201e-05,0.003892211684419477,1,stripes,geary
sim_g133,0.9867826402952513,0.0001522978478919282,1.3395159586304278e-05,5.013782418368566e-09,0.000999000999000999,9.184326832721662e-06,0.000774395836738618,3.418488012524022e-08,0.003892211684419477,1,hotspot,geary
sim_g147,0.987181535878288,0.00023056922455843635,1.3395159586304278e-05,5.063067031522412e-06,0.000999000999000999,8.28188293152167e-06,0.0011339470060250968,2.410984300724958e-05,0.003892211684419477,1,hotspot,geary
sim_g141,0.9872587966560843,0.00024953009482114104,1.3395159586304278e-05,0.00022548964270076245,0.000999000999000999,8.744148580988809e-06,0.0012074036846184244,0.0009395401779198436,0.003892211684419477,1,gp,geary
sim_g025,0.9873211402927334,0.0002658795136397021,1.3395159586304278e-05,0.0006614641290306498,0.001998001998001998,8.39410846643606e-06,0.0012660929220938196,0.0025118890975847465,0.007587349359501259,1,gp,geary
sim_g111,0.9874387131468948,0.0002994611182020848,1.3395159586304278e-05,0.02478473322440126,0.028971028971028972,7.214528976738971e-06,0.0014037239915722724,0.05719553821015676,0.06438006438006438,1,stripes,geary
sim_g103,0.9875151509935072,0.00032336798391079054,1.3395159586304278e-05,5.15939888315719e-07,0.000999000999000999,7.588557940819681e-06,0.0014924676180498025,2.814217572631195e-06,0.003892211684419477,1,gp,geary
sim_g042,0.9884762791680243,0.0008202466312981223,1.3395159586304278e-05,5.5575611490334945e-08,0.000999000999000999,8.61620325855806e-06,0.0036727461102901,3.3345366894200967e-07,0.003892211684419477,1,hotspot,geary
sim_g086,0.9884945015406067,0.0008343299922976991,1.3395159586304278e-05,0.0029717336465105767,0.00999000999000999,7.125684805851837e-06,0.0036808676130780844,0.009286667645345551,0.027750027750027752,1,stripes,geary
sim_g054,0.9891124645868583,0.0014659681151275882,1.3395159586304278e-05,0.0006234946486559081,0.002997002997002997,7.657683090240627e-06,0.006282720493403949,0.002398056340984262,0.00988022966044944,1,gp,geary
sim_g117,0.9891650878528924,0.0015361634481098172,1.3395159586304278e-05,0.04261759989624448,0.04295704295704296,7.001037159215438e-06,0.00642057319937892,0.08817434461291962,0.08707508707508708,1,gp,geary
sim_g254,0.9891946193351542,0.0015768858352331562,1.3395159586304278e-05,0.0018788078967213668,0.003996003996003996,7.534996835953431e-06,0.00642057319937892,0.006478647919728852,0.012358775245373184,0,null,geary
sim_g097,0.9891994496682397,0.001583639486033969,1.3395159586304278e-05,4.061740786149302e-06,0.000999000999000999,8.240806551503834e-06,0.00642057319937892,1.9653584449109527e-05,0.003892211684419477,1,stripes,geary
sim_g078,0.989199522407312,0.0015837413891801337,1.3395159586304278e-05,9.550390288494487e-05,0.000999000999000999,7.841499418074575e-06,0.00642057319937892,0.0004276294159027382,0.003892211684419477,1,stripes,geary
sim_g104,0.9894223690150883,0.0019255314251129746,1.3395159586304278e-05,3.0284393817757137e-06,0.000999000999000999,7.421618991437263e-06,0.0077021257004518985,1.5142196908878568e-05,0.003892211684419477,1,stripes,geary
sim_g007,0.9894580622673289,0.00198611791395682,1.3395159586304278e-05,0.45273579373944134,0.43656343656343655,6.540075383695256e-06,0.007839939134040078,0.4715997851452514,0.45793367471689145,1,gp,geary
sim_g030,0.9898751270294595,0.0028339116569114173,1.3395159586304278e-05,0.000212650780412035,0.000999000999000999,7.38790148670975e-06,0.010761689836372473,0.00091136048748015,0.003892211684419477,1,gp,geary
sim_g089,0.9899133468035838,0.002925994423739147,1.3395159586304278e-05,1.9020992670842348e-06,0.000999000999000999,8.338412996196456e-06,0.0109724790890218,1.0011048774127552e-05,0.003892211684419477,1,gp,geary
sim_g048,0.9900007023014087,0.0031466642563095846,1.3395159586304278e-05,0.00012202362716709034,0.000999000999000999,6.9609427984906965e-06,0.011654312060405868,0.0005383395316195162,0.003892211684419477,1,gp,geary
sim_g098,0.9901418378968776,0.003534976488072335,1.3395159586304278e-05,0.002141930851352436,0.004995004995004995,7.81644880798235e-06,0.012932840810020739,0.006984557123975335,0.015136378772742409,1,stripes,geary
sim_g204,0.9903896658588109,0.004322057231954193,1.3395159586304278e-05,0.08108560320973818,0.08291708291708291,6.992988409222737e-06,0.015621893609472986,0.14479572001738958,0.14985014985014983,0,null,geary
sim_g040,0.9911086151918896,0.007562334396417182,1.3395159586304278e-05,0.0001608821255121188,0.000999000999000999,7.6618207127835e-06,0.02638023626657156,0.0006994875022266033,0.003892211684419477,1,hotspot,geary
sim_g143,0.9911833425879196,0.007998973235537664,1.3395159586304278e-05,0.00045205959956666784,0.002997002997002997,7.38372580475792e-06,0.02758266632944022,0.001832674052297302,0.00988022966044944,1,gp,geary
sim_g212,0.9912633492316866,0.008490882729221674,1.3395159586304278e-05,0.016876751558382662,0.02097902097902098,6.332573697068016e-06,0.028881884716672006,0.04184318568194049,0.051168343851270684,0,null,geary
sim_g125,0.9912826360316024,0.008613363481198046,1.3395159586304278e-05,0.0013182472669535706,0.000999000999000999,7.593022519058513e-06,0.028881884716672006,0.004708025953405609,0.003892211684419477,1,stripes,geary
sim_g028,0.9913374668443741,0.008970070920324518,1.3395159586304278e-05,0.002255887251634968,0.003996003996003996,7.380546027588682e-06,0.029571662374696214,0.00727705565043538,0.012358775245373184,1,stripes,geary
sim_g140,0.9913948235953112,0.009356995677277288,1.3395159586304278e-05,0.00966330913143443,0.011988011988011988,7.798775932784536e-06,0.0305119424259042,0.026354479449366627,0.03211074639646068,1,hotspot,geary
sim_g146,0.9914989041271376,0.01009650898126123,1.3395159586304278e-05,0.0010905755250969352,0.002997002997002997,6.99379379557115e-06,0.0325693838105201,0.00394183924733832,0.00988022966044944,1,stripes,geary
sim_g081,0.9916979627656284,0.011653835572742764,1.3395159586304278e-05,0.017263054300409832,0.013986013986013986,7.915019643080725e-06,0.036418236164821136,0.04245013352559795,0.0368052999631947,1,hotspot,geary
sim_g015,0.9917155530722488,0.01180098615471255,1.3395159586304278e-05,0.46637444269456446,0.46053946053946054,7.262463954005735e-06,0.03649789532385325,0.4824563200288598,0.47478294900975315,1,gp,geary
sim_g162,0.9917756921264675,0.0123163202882324,1.3395159586304278e-05,0.26238771894439383,0.26373626373626374,6.842201160659153e-06,0.03770302129050735,0.3266237165282911,0.32967032967032966,0,null,geary
sim_g020,0.9918865419272064,0.013317414611044512,1.3395159586304278e-05,0.09157566007384621,0.0979020979020979,6.978378798713307e-06,0.04035580185165003,0.1578890690928383,0.1678321678321678,1,stripes,geary
sim_g129,0.991966299774575,0.014080502507935156,1.3395159586304278e-05,0.16153046451964537,0.16383616383616384,6.756844628601572e-06,0.04224150752380547,0.24194778064286235,0.24332103540024333,1,stripes,geary
sim_g275,0.9920154849188627,0.014569630928597222,1.3395159586304278e-05,0.2540583194022062,0.26173826173826176,6.766012460401372e-06,0.04327613147108086,0.32339747205647285,0.32854175113589346,0,null,geary
sim_g005,0.9921960341068604,0.01649248572180348,1.3395159586304278e-05,0.026864979918622786,0.03496503496503497,7.159728809551918e-06,0.04812144741860475,0.06152285477547203,0.07601094557616297,1,gp,geary
sim_g185,0.9922977849778726,0.017668955389367157,1.3395159586304278e-05,0.01978388218456738,0.02097902097902098,7.487052226222521e-06,0.05084900838229531,0.047481317242961715,0.051168343851270684,0,null,geary
sim_g137,0.9923085199005699,0.017797152933803358,1.3395159586304278e-05,0.0005923024813019422,0.000999000999000999,7.507311178728429e-06,0.05084900838229531,0.002338036110402403,0.003892211684419477,1,gp,geary
sim_g083,0.9923281384861488,0.01803349077766699,1.3395159586304278e-05,0.16333050694622192,0.16883116883116883,6.909735016499136e-06,0.05103818144622733,0.24194778064286235,0.24828113063407178,1,gp,geary
sim_g011,0.9924577915890164,0.019663612733433936,1.3395159586304278e-05,0.036146100983886154,0.03896103896103896,7.750624634055226e-06,0.05513162448626337,0.07690659783805565,0.08116883116883117,1,hotspot,geary
sim_g227,0.9925483386603382,0.02087485061990293,1.3395159586304278e-05,0.0019597527733133512,0.003996003996003996,7.013006577861791e-06,0.05798569616639703,0.006665754095230829,0.012358775245373184,0,null,geary
sim_g259,0.9927692757606109,0.024097771510332933,1.3395159586304278e-05,0.16613747604143214,0.17582417582417584,7.474001158999253e-06,0.06454760225982036,0.24194778064286235,0.254817646121994,0,null,geary
sim_g205,0.9928790496795019,0.025848589042951727,1.3395159586304278e-05,0.023688136709171723,0.024975024975024976,7.526386381664606e-06,0.06862457268040281,0.05551907041212122,0.058535214785214784,0,null,geary
sim_g112,0.993021930345637,0.028285700330078177,1.3395159586304278e-05,0.016507393946924367,0.01898101898101898,7.79089211998996e-06,0.07443605350020573,0.04126848486731092,0.04745254745254745,1,gp,geary
sim_g057,0.993087372484566,0.029464203302663736,1.3395159586304278e-05,0.0021408042416022886,0.002997002997002997,7.898159114580211e-06,0.07686313905042713,0.006984557123975335,0.00988022966044944,1,stripes,geary
sim_g091,0.9931164574371891,0.030000908788527663,1.3395159586304278e-05,0.00438402879459,0.004995004995004995,7.6465563542746e-06,0.07758855721170947,0.013021867706702968,0.015136378772742409,1,hotspot,geary
sim_g095,0.9931766800655245,0.031137989122763745,1.3395159586304278e-05,0.012381006970701335,0.01898101898101898,7.608703004848145e-06,0.07984099775067627,0.032581597291319306,0.04745254745254745,1,gp,geary
sim_g068,0.9932223742020383,0.03202434566441036,1.3395159586304278e-05,0.0005034291903611717,0.000999000999000999,6.96007542779349e-06,0.08141782796036533,0.002013716761444687,0.003892211684419477,1,gp,geary
sim_g029,0.9933872352104777,0.0353970433789528,1.3395159586304278e-05,0.01422757601647042,0.02197802197802198,8.006394328751744e-06,0.08658058091171386,0.0367954552150097,0.05274725274725275,1,stripes,geary
sim_g280,0.9934042688075312,0.035761535730968075,1.3395159586304278e-05,0.006588701949956867,0.008991008991008992,6.924387236500465e-06,0.08658058091171386,0.019190394029000586,0.02568859711716855,0,null,geary
sim_g206,0.9934201292710656,0.03610368457508791,1.3395159586304278e-05,0.020942467385683013,0.026973026973026972,7.235850518881044e-06,0.08658058091171386,0.04947039539925121,0.06038737382020964,0,null,geary
sim_g065,0.9934420795430312,0.036581623010675586,1.3395159586304278e-05,0.0007585645289625903,0.002997002997002997,7.205091175063232e-06,0.08658058091171386,0.0028446169836097135,0.00988022966044944,1,gp,geary
sim_g268,0.9934513933279859,0.036785976633914086,1.3395159586304278e-05,0.019670671190817803,0.022977022977022976,7.179960536045541e-06,0.08658058091171386,0.047481317242961715,0.05470719756434042,0,null,geary
sim_g273,0.9934584327823156,0.036941047855664585,1.3395159586304278e-05,0.034853929916364115,0.03796203796203796,7.489469901089307e-06,0.08658058091171386,0.0746869926779231,0.08077029353625098,0,null,geary
sim_g031,0.9934954034235083,0.03776426566688687,1.3395159586304278e-05,0.48931266789413863,0.48951048951048953,7.109114840856211e-06,0.08782387364392295,0.49179187781995015,0.49480720621660224,1,gp,geary
sim_g246,0.9936077980773315,0.040359278521101966,1.3395159586304278e-05,0.003124625474108593,0.002997002997002997,8.007075669353165e-06,0.09172563300250447,0.009661718354877887,0.00988022966044944,0,null,geary
sim_g037,0.9937341829006456,0.043448331610436375,1.3395159586304278e-05,0.027534261970533457,0.025974025974025976,7.557792670524026e-06,0.0980037555122625,0.06238494219301004,0.05948250223059384,1,gp,geary
sim_g128,0.9938051422081692,0.045264680254017364,1.3395159586304278e-05,0.008438739448758593,0.012987012987012988,7.463994682712483e-06,0.1005881783422608,0.023440942913218316,0.03447879554074245,1,gp,geary
sim_g041,0.9938296334921494,0.045905585023389206,1.3395159586304278e-05,0.16502908115595893,0.16083916083916083,7.1807060855218744e-06,0.10126231990453502,0.24194778064286235,0.24125874125874125,1,stripes,geary
sim_g085,0.9939836558270881,0.050104947863911585,1.3395159586304278e-05,0.02060575437627333,0.023976023976023976,8.702926488070629e-06,0.10971886393557281,0.04906131994350793,0.056636277108718054,1,stripes,geary
sim_g285,0.9940055244100038,0.05072526465695618,1.3395159586304278e-05,0.04742391513465779,0.05194805194805195,7.056169087312731e-06,0.11027231447164387,0.09557870188253245,0.1011975037949064,0,null,geary
sim_g241,0.994065216466761,0.05244963095533764,1.3395159586304278e-05,0.13596701549223617,0.14485514485514486,6.93051200953159e-06,0.11320064234964959,0.21582065951148596,0.22752116992954688,0,null,geary
sim_g150,0.9941309752149801,0.05440277461543566,1.3395159586304278e-05,0.18617825548861905,0.1968031968031968,7.115716079116166e-06,0.11575058428816098,0.26051273511131995,0.27333777333777337,0,null,geary
sim_g186,0.9941564282939075,0.05517404378044715,1.3395159586304278e-05,0.04418666394046154,0.04595404595404595,7.5504563016379045e-06,0.1165648812262968,0.0901768651846154,0.0919080919080919,0,null,geary
sim_g032,0.9942100047219231,0.05682570648363005,1.3395159586304278e-05,0.004485481391523933,0.007992007992007992,7.760756063102216e-06,0.1171580950713682,0.013192592328011569,0.02305386920771536,1,hotspot,geary
sim_g058,0.9942161283155482,0.0570169396013992,1.3395159586304278e-05,0.3086340302806174,0.3076923076923077,7.355234712917305e-06,0.1171580950713682,0.36452838222120165,0.3619909502262444,1,gp,geary
sim_g178,0.9943548712251965,0.0614869641450439,1.3395159586304278e-05,0.10606789749069134,0.1068931068931069,7.939595701485701e-06,0.12548360029600797,0.17776742596205253,0.17915045848006741,0,null,geary
sim_g257,0.9944463259660716,0.06458005848206547,1.3395159586304278e-05,0.07907777179991621,0.08891108891108891,8.251524025889473e-06,0.130026963386709,0.1420558774848794,0.15690192160780397,0,null,geary
sim_g299,0.9945165575593218,0.06703636926374554,1.3395159586304278e-05,0.16206936376884062,0.15784215784215785,7.0964053487195814e-06,0.13407273852749108,0.24194778064286235,0.23915478460933007,0,null,geary
sim_g279,0.9945997017559588,0.07003699145994466,1.3395159586304278e-05,0.05629050836756003,0.060939060939060936,7.4679342031253894e-06,0.13823090419725917,0.10756148095712108,0.11355104522806386,0,null,geary
sim_g075,0.9946261255019736,0.07101193779129887,1.3395159586304278e-05,0.01228596917882242,0.016983016983016984,7.565576016373982e-06,0.13923909370842916,0.032581597291319306,0.04354619739235124,1,gp,geary
sim_g009,0.9946716455946423,0.07271587418514246,1.3395159586304278e-05,0.014544447779256986,0.02097902097902098,7.284653723104087e-06,0.14165430036066712,0.03729345584424868,0.051168343851270684,1,stripes,geary
sim_g026,0.9946860688012857,0.0732622538021426,1.3395159586304278e-05,0.038131388126231805,0.03896103896103896,7.00230487188555e-06,0.14179791058479213,0.08055927068922213,0.08116883116883117,1,stripes,geary
sim_g152,0.9947736737233265,0.07664859554122057,1.3395159586304278e-05,0.0008150751897422544,0.002997002997002997,7.598899572195229e-06,0.14740114527157802,0.0030187969990453866,0.00988022966044944,0,null,geary
sim_g255,0.9947928996556022,0.07740745218363942,1.3395159586304278e-05,0.4407651627913549,0.4385614385614386,7.5575642097767304e-06,0.14791232901332374,0.46073013532197377,0.45842659083077203,0,null,geary
sim_g116,0.9948653792809694,0.08031961766788132,1.3395159586304278e-05,0.0019775070482518126,0.003996003996003996,7.915514699914828e-06,0.15250560316686326,0.006665754095230829,0.012358775245373184,1,hotspot,geary
sim_g156,0.9949572937470028,0.08413078687271158,1.3395159586304278e-05,0.091511554695,0.1038961038961039,7.306190486647493e-06,0.15502776951376812,0.1578890690928383,0.17510579308332117,0,null,geary
sim_g202,0.994959685829351,0.08423175476914735,1.3395159586304278e-05,0.027657324372234452,0.026973026973026972,7.327172558724717e-06,0.15502776951376812,0.06238494219301004,0.06038737382020964,0,null,geary
sim_g215,0.9950016053922358,0.08601593829186915,1.3395159586304278e-05,0.28425589279386343,0.2997002997002997,6.9526129569750596e-06,0.1573462285826875,0.34306261365907564,0.35797535797535796,0,null,geary
sim_g153,0.9950252892926292,0.08703639633022586,1.3395159586304278e-05,0.39806472837761514,0.37962037962037964,6.241470185567244e-06,0.15824799332768338,0.4374337674479287,0.42606647084259025,0,null,geary
