,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,is_spatial,pattern_type,method
sim_g192,0.005808827613047496,0.053077341453011795,1.3395159586304278e-05,0.01542073346433892,0.025974025974025976,7.11902328827122e-06,0.13380842383112218,0.0385518336608473,0.059940059940059943,0,null,moran
sim_g185,0.005751321104485708,0.05479835753535689,1.3395159586304278e-05,0.0198635795889327,0.01998001998001998,7.547345948778595e-06,0.13699589383839222,0.048057047392579114,0.048338758016177374,0,null,moran
sim_g268,0.005577773933074997,0.060260512382293685,1.3395159586304278e-05,0.020449383514550057,0.027972027972027972,7.304828619818233e-06,0.14795730772435214,0.04868900836797633,0.0630947999369052,0,null,moran
sim_g206,0.005565497186658342,0.06066249616698438,1.3395159586304278e-05,0.0194879676015679,0.017982017982017984,7.678856925710963e-06,0.14795730772435214,0.04753162829650708,0.044218077004962254,0,null,moran
sim_g051,0.005462392735754799,0.06412176992563812,1.3395159586304278e-05,0.023488161422623,0.026973026973026972,7.575945329026868e-06,0.15389224782153146,0.05420344943682231,0.061302334029606755,1,gp,moran
sim_g205,0.005362613846289943,0.06761362302958718,1.3395159586304278e-05,0.021962531254601014,0.02097902097902098,7.074997258048382e-06,0.16098481673711235,0.05147468262797113,0.04995004995004995,0,null,moran
sim_g149,0.005335047008987425,0.06860379839417419,1.3395159586304278e-05,0.0283404625299164,0.029970029970029972,7.668440100293995e-06,0.16168013303212062,0.06344879670876806,0.0661103602280073,1,gp,moran
sim_g037,0.005287303846061134,0.07034509828792146,1.3395159586304278e-05,0.027373341649302163,0.028971028971028972,7.6089757620528916e-06,0.16168013303212062,0.06174437966008006,0.06486051262170665,1,gp,moran
sim_g111,0.005285227987576717,0.07042157342416866,1.3395159586304278e-05,0.02140949774660006,0.02197802197802198,6.704937915716886e-06,0.16168013303212062,0.050573616724252105,0.05191658734965822,1,stripes,moran
sim_g202,0.00528038267175288,0.07060032475735933,1.3395159586304278e-05,0.022585083391877037,0.01898101898101898,6.669348509260855e-06,0.16168013303212062,0.05252344974855125,0.04629516824638776,0,null,moran
sim_g212,0.005209342724595471,0.07326130483421833,1.3395159586304278e-05,0.02570366307938765,0.026973026973026972,7.010293021300425e-06,0.16525106353583083,0.058417416089517386,0.061302334029606755,0,null,moran
sim_g107,0.005169417739577162,0.07479010704397204,1.3395159586304278e-05,0.023803062634197847,0.022977022977022976,6.788861907226886e-06,0.16744053815814636,0.05451083045999507,0.0538523976023976,1,stripes,moran
sim_g005,0.005121842513410589,0.07664349589529751,1.3395159586304278e-05,0.030758009711017942,0.03396603396603397,7.42015241134605e-06,0.1703188797673278,0.06835113269115098,0.07278435849864422,1,gp,moran
sim_g019,0.004938851657996011,0.08409877505760022,1.3395159586304278e-05,0.03224076449817803,0.03896103896103896,7.25680665806796e-06,0.1855120038035299,0.0711193334518633,0.0806090461262875,1,gp,moran
sim_g011,0.004921505981623169,0.08483277516457144,1.3395159586304278e-05,0.03748861415791416,0.03896103896103896,7.632119029786903e-06,0.18576520109030242,0.07920129751672005,0.0806090461262875,1,hotspot,moran
sim_g273,0.004886988002184984,0.0863077119884692,1.3395159586304278e-05,0.03842535587603735,0.04795204795204795,7.22509915162674e-06,0.18762546084449827,0.08009717175152135,0.09526896944115487,0,null,moran
sim_g026,0.004581606989175564,0.10020063925181766,1.3395159586304278e-05,0.04334839096268639,0.04795204795204795,7.112628594675177e-06,0.21319284947195247,0.08786836005949944,0.09526896944115487,1,stripes,moran
sim_g117,0.004517400461647774,0.10331865379007021,1.3395159586304278e-05,0.046779915173584374,0.04395604395604396,7.468154470260838e-06,0.2182788460353596,0.09355983034716875,0.08970621215519176,1,gp,moran
sim_g186,0.0044747419921098855,0.10542882943726517,1.3395159586304278e-05,0.05576836608589153,0.061938061938061936,7.371584801419699e-06,0.2196433946609691,0.10656375685202203,0.11613386613386613,0,null,moran
sim_g285,0.004367353296597522,0.11087859926617138,1.3395159586304278e-05,0.05763933937900667,0.060939060939060936,7.3326885512052765e-06,0.22492003630901158,0.10875347052642767,0.11497936026237912,0,null,moran
sim_g148,0.004341975663637763,0.11219543571803248,1.3395159586304278e-05,0.052688491664691584,0.04795204795204795,7.211325076322989e-06,0.22492003630901158,0.10263991882732128,0.09526896944115487,1,stripes,moran
sim_g279,0.004292359524970969,0.11480220871841529,1.3395159586304278e-05,0.0542157947645967,0.059940059940059943,7.163311601033909e-06,0.22808385838095754,0.1044287908447888,0.11381024039251889,0,null,moran
sim_g263,0.004169279800624805,0.12145389289952868,1.3395159586304278e-05,0.05666911374174777,0.07092907092907093,7.216126807184974e-06,0.23659849266141952,0.10759958305395147,0.12896194714376533,0,null,moran
sim_g169,0.004122938210874663,0.12402724726512226,1.3395159586304278e-05,0.054302971239290176,0.059940059940059943,6.90974914319707e-06,0.23790890144806534,0.1044287908447888,0.11381024039251889,0,null,moran
sim_g257,0.004030568986277971,0.12926975123323636,1.3395159586304278e-05,0.0680155590353666,0.06593406593406594,7.048045953750862e-06,0.24118158195132577,0.12449209744157207,0.12135104159644038,0,null,moran
sim_g210,0.004022264728470681,0.12974848244011572,1.3395159586304278e-05,0.0683645699296298,0.07492507492507493,7.644455137751543e-06,0.24118158195132577,0.12449209744157207,0.135406761912786,0,null,moran
sim_g084,0.0040137943410864406,0.13023805425371593,1.3395159586304278e-05,0.06403110396938472,0.06593406593406594,7.456296340810536e-06,0.24118158195132577,0.11931261609202122,0.12135104159644038,1,gp,moran
sim_g193,0.003871909730179904,0.1386290077992034,1.3395159586304278e-05,0.08216825278641282,0.0919080919080919,7.411703440655885e-06,0.2551454131273682,0.14586080376286298,0.16030481146760214,0,null,moran
sim_g204,0.0037955852024928157,0.14329194647137045,1.3395159586304278e-05,0.08070857437002199,0.08291708291708291,7.091088250967459e-06,0.25995154146671773,0.14498546294015927,0.148952843563622,0,null,moran
sim_g235,0.0037257385358254267,0.14765094159686143,1.3395159586304278e-05,0.08153829226941511,0.08691308691308691,6.985560048837101e-06,0.2652412124494517,0.14560409333824126,0.1552019409162266,0,null,moran
sim_g226,0.003585561131203785,0.15666459102025831,1.3395159586304278e-05,0.09232679290426415,0.08891108891108891,7.299854888281949e-06,0.27620629736021735,0.1619768296566038,0.15783033534512825,0,null,moran
