,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,is_spatial,pattern_type,method
sim_g126,0.0865287226636687,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,1.4432379271268419e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g041,0.08456420423600167,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,1.4566584936200683e-05,0.0,0.0,0.0011059051649457553,1,stripes,moran
sim_g079,0.08148332552947875,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,1.3275672844787535e-05,0.0,0.0,0.0011059051649457553,1,stripes,moran
sim_g056,0.07658798832358454,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,1.334392133561636e-05,0.0,0.0,0.0011059051649457553,1,stripes,moran
sim_g143,0.07333212890072431,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,1.3365916020543487e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g067,0.06538351556807093,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,1.3079761215772241e-05,0.0,0.0,0.0011059051649457553,1,stripes,moran
sim_g019,0.061056744983133245,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,1.266948406347703e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g003,0.04706681283133641,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,1.1512936840632136e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g198,0.033300452491626754,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,9.292966240468206e-06,0.0,0.0,0.0011059051649457553,0,null,moran
sim_g191,0.030871223436243277,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,1.0079513381214304e-05,0.0,0.0,0.0011059051649457553,0,null,moran
sim_g180,0.0282606642569488,4.551914400963142e-15,1.3395159586304278e-05,0.0,0.000999000999000999,9.880806930152185e-06,8.92532235482969e-15,0.0,0.0011059051649457553,0,null,moran
sim_g187,0.027755386636350323,1.3433698597964394e-14,1.3395159586304278e-05,0.0,0.000999000999000999,1.0345498114759944e-05,2.6169542723307262e-14,0.0,0.0011059051649457553,0,null,moran
sim_g190,0.02728381219800681,3.6193270602780103e-14,1.3395159586304278e-05,0.0,0.000999000999000999,8.47801502249768e-06,7.00514914892518e-14,0.0,0.0011059051649457553,0,null,moran
sim_g289,0.026521905370724762,1.730837695390619e-13,1.3395159586304278e-05,0.0,0.000999000999000999,9.516193274770468e-06,3.328534029597344e-13,0.0,0.0011059051649457553,0,null,moran
sim_g196,0.026451379989876005,1.9961809982760315e-13,1.3395159586304278e-05,0.0,0.000999000999000999,8.63557496210043e-06,3.814358595431907e-13,0.0,0.0011059051649457553,0,null,moran
sim_g286,0.02621572328065124,3.205213872092827e-13,1.3395159586304278e-05,0.0,0.000999000999000999,9.295422034164633e-06,6.085849124226887e-13,0.0,0.0011059051649457553,0,null,moran
sim_g206,0.02548816411808951,1.3484768857097151e-12,1.3395159586304278e-05,0.0,0.000999000999000999,9.236188716654243e-06,2.5442960107730473e-12,0.0,0.0011059051649457553,0,null,moran
sim_g216,0.024892160030537062,4.250710894382337e-12,1.3395159586304278e-05,2.220446049250313e-16,0.000999000999000999,9.46757060165845e-06,7.970082926966882e-12,4.086710520092601e-16,0.0011059051649457553,0,null,moran
sim_g200,0.02479049888756046,5.15687492708139e-12,1.3395159586304278e-05,0.0,0.000999000999000999,8.84850041285784e-06,9.609083715058491e-12,0.0,0.0011059051649457553,0,null,moran
