g,FSV,M,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval,is_svg
sim_g132,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-13254.359698085096,-3.7250685451126087,14.801146564402064,SE,9560,283.75488057024114,99708032363.8256,0.0016021728515625,26545.380768194373,-13254.400099105227,0.04040102013095748,0.8406985349108562,0.9959197742953656,False
sim_g141,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-16741.11751622943,-4.485533773229678,22.04592911659123,SE,9560,1.0845987760238511,381114889.1755603,0.0015540122985839844,33518.89640448304,-16742.26934183159,1.1518256021590787,0.2831673130380883,0.9166742182843276,False
sim_g148,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-12903.328629222022,-3.656493663467686,14.229047875039578,SE,9560,122.48458356829607,43039600932.87,0.0015475749969482422,25843.318630468224,-12903.411258944558,0.08262972253578482,0.7737648248988989,0.9959197742953656,False
sim_g150,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-16084.158601547111,-4.623456415340494,4.755124424538503e-08,SE,9560,342.07375742218517,5.830082077616846e+19,0.00421905517578125,32204.978575118403,-16084.158627699428,2.6152316422667354e-05,0.9959196891550498,0.9959197742953656,False
sim_g153,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-16303.166809049128,-4.505234578436731,22.0527611507217,SE,9560,18.708667907970494,6573999578.436644,0.004069089889526367,32642.994990122435,-16303.40726460101,0.24045555188240542,0.6238772846699188,0.9959197742953656,False
sim_g154,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-15201.185596990923,-4.231790891317685,3.981369453944453e-08,SE,9560,23.968835943942043,4.085092113209036e+18,0.003902912139892578,30439.032566006026,-15201.185623142857,2.615193443489261e-05,0.9959197189539583,0.9959197742953656,False
sim_g157,2.061153435493158e-09,4,1.0655670566970437,485165195.4097903,-14558.83939209643,-3.7612773293218735,3.169704619948171e-08,SE,9560,62.829873812238056,1.0708314020112574e+19,0.001669168472290039,29154.34015621704,-14558.83941824856,2.6152130885748193e-05,0.9959197036287781,0.9959197742953656,False
sim_g158,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-14318.72885909112,-3.9032667764580924,16.39303077031363,SE,9560,0.4133702440656487,145253303.0995802,0.0016293525695800781,28674.11909020642,-14320.58797570847,1.8591166173500824,0.17272678990910506,0.6643338073427117,False
sim_g159,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-15440.217067652207,-4.112002382189107,3.7902422533989495e-08,SE,9560,565.4688643101429,9.637482618101316e+19,0.001631021499633789,30917.095507328595,-15440.217093804535,2.6152327336603776e-05,0.9959196883036556,0.9959197742953656,False
sim_g160,2.061153435493158e-09,4,1.0655670566970437,485165195.4097903,-16393.91854359361,-4.514837727061888,4.573910471893469e-08,SE,9560,3.3459696113026194,5.702652436746341e+17,0.0016241073608398438,32824.4984592114,-16393.918569744834,2.6151225029025227e-05,0.9959197742953656,0.9959197742953656,False
sim_g161,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-11980.052004055644,-3.576620352575963,2.784617440275236e-08,SE,9560,40.98812773845709,6.985749235014268e+18,0.0016739368438720703,23996.765380135468,-11980.05203020775,2.6152105419896543e-05,0.9959197056153724,0.9959197742953656,False
sim_g163,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-8497.822231768238,-3.267505375293918,2.27201293369225e-08,SE,9560,123.14655267198667,2.0988295479420645e+19,0.0017800331115722656,17032.305835560655,-8497.822257920476,2.6152238206123002e-05,0.9959196952567133,0.9959197742953656,False
sim_g165,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-16656.53957411513,-4.668056021079751,23.681131260062383,SE,9560,1129.8686478138034,397022174480.0536,0.0017130374908447266,33349.74052025444,-16656.56367473703,0.024100621900288388,0.8766291588780535,0.9959197742953656,False
sim_g166,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-16431.005078035785,-4.397480313094276,21.142350553077804,SE,9560,20.978527433276543,7371600756.481454,0.0019729137420654297,32898.67152809575,-16431.252001752036,0.24692371625133092,0.6192495616381442,0.9959197742953656,False
sim_g171,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-16508.12901624058,-4.678732004038711,4.8934872117718614e-08,SE,9560,17.31748396949812,2.9514790517935283e+18,0.001542806625366211,33052.91940450534,-16508.129042392473,2.6151894417125732e-05,0.9959197220757613,0.9959197742953656,False
